# Berlekamp #322 deployment ε table (target 128-bit)

Two codim conjectures:
  - codim_opt = 2(D - w'_min - 1)  [Note 0114, distinct-extras case]
  - codim_worst = 2(c - 1)         [Note 0116, shared-extras worst case]
ε bits = codim · log2(|F|), poly factor ignored.

| field | F_b | n_log | ρ | D | c | T | w'_min | codim_opt | ε_opt | codim_w | ε_worst | verdict |
| Goldilocks | 64 | 2^14 | 1/2 | 8192 | 6 | 2730 | 2340 | 11702 | 748928 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^14 | 1/2 | 8192 | 9 | 1820 | 1638 | 13106 | 838784 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^14 | 1/4 | 12288 | 3 | 8191 | 6143 | 12288 | 786432 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^14 | 1/4 | 12288 | 4 | 6143 | 4915 | 14744 | 943616 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^14 | 1/4 | 12288 | 6 | 4095 | 3510 | 17554 | 1123456 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^14 | 1/4 | 12288 | 9 | 2730 | 2457 | 19660 | 1258240 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^14 | 1/8 | 14336 | 3 | 9557 | 7167 | 14336 | 917504 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^14 | 1/8 | 14336 | 4 | 7167 | 5734 | 17202 | 1100928 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^14 | 1/8 | 14336 | 6 | 4778 | 4095 | 20480 | 1310720 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^14 | 1/8 | 14336 | 9 | 3185 | 2867 | 22936 | 1467904 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^16 | 1/2 | 32768 | 3 | 21845 | 16383 | 32768 | 2097152 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^16 | 1/2 | 32768 | 4 | 16383 | 13107 | 39320 | 2516480 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^16 | 1/2 | 32768 | 6 | 10922 | 9362 | 46810 | 2995840 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^16 | 1/2 | 32768 | 9 | 7281 | 6553 | 52428 | 3355392 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^16 | 1/4 | 49152 | 3 | 32767 | 24575 | 49152 | 3145728 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^16 | 1/4 | 49152 | 4 | 24575 | 19660 | 58982 | 3774848 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^16 | 1/4 | 49152 | 6 | 16383 | 14043 | 70216 | 4493824 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^16 | 1/4 | 49152 | 9 | 10922 | 9830 | 78642 | 5033088 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^16 | 1/8 | 57344 | 3 | 38229 | 28671 | 57344 | 3670016 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^16 | 1/8 | 57344 | 4 | 28671 | 22937 | 68812 | 4403968 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^16 | 1/8 | 57344 | 6 | 19114 | 16383 | 81920 | 5242880 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^16 | 1/8 | 57344 | 9 | 12743 | 11468 | 91750 | 5872000 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^18 | 1/2 | 131072 | 3 | 87381 | 65535 | 131072 | 8388608 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^18 | 1/2 | 131072 | 4 | 65535 | 52428 | 157286 | 10066304 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^18 | 1/2 | 131072 | 6 | 43690 | 37449 | 187244 | 11983616 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^18 | 1/2 | 131072 | 9 | 29127 | 26214 | 209714 | 13421696 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^18 | 1/4 | 196608 | 3 | 131071 | 98303 | 196608 | 12582912 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^18 | 1/4 | 196608 | 4 | 98303 | 78643 | 235928 | 15099392 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^18 | 1/4 | 196608 | 6 | 65535 | 56173 | 280868 | 17975552 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^18 | 1/4 | 196608 | 9 | 43690 | 39321 | 314572 | 20132608 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^18 | 1/8 | 229376 | 3 | 152917 | 114687 | 229376 | 14680064 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^18 | 1/8 | 229376 | 4 | 114687 | 91750 | 275250 | 17616000 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^18 | 1/8 | 229376 | 6 | 76458 | 65535 | 327680 | 20971520 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^18 | 1/8 | 229376 | 9 | 50972 | 45875 | 367000 | 23488000 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^20 | 1/2 | 524288 | 3 | 349525 | 262143 | 524288 | 33554432 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^20 | 1/2 | 524288 | 4 | 262143 | 209715 | 629144 | 40265216 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^20 | 1/2 | 524288 | 6 | 174762 | 149796 | 748982 | 47934848 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^20 | 1/2 | 524288 | 9 | 116508 | 104857 | 838860 | 53687040 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^20 | 1/4 | 786432 | 3 | 524287 | 393215 | 786432 | 50331648 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^20 | 1/4 | 786432 | 4 | 393215 | 314572 | 943718 | 60397952 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^20 | 1/4 | 786432 | 6 | 262143 | 224694 | 1123474 | 71902336 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^20 | 1/4 | 786432 | 9 | 174762 | 157286 | 1258290 | 80530560 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^20 | 1/8 | 917504 | 3 | 611669 | 458751 | 917504 | 58720256 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^20 | 1/8 | 917504 | 4 | 458751 | 367001 | 1101004 | 70464256 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^20 | 1/8 | 917504 | 6 | 305834 | 262143 | 1310720 | 83886080 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^20 | 1/8 | 917504 | 9 | 203889 | 183500 | 1468006 | 93952384 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^21 | 1/2 | 1048576 | 3 | 699050 | 524287 | 1048576 | 67108864 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^21 | 1/2 | 1048576 | 4 | 524287 | 419430 | 1258290 | 80530560 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^21 | 1/2 | 1048576 | 6 | 349525 | 299593 | 1497964 | 95869696 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^21 | 1/2 | 1048576 | 9 | 233016 | 209715 | 1677720 | 107374080 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^21 | 1/4 | 1572864 | 3 | 1048575 | 786431 | 1572864 | 100663296 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^21 | 1/4 | 1572864 | 4 | 786431 | 629145 | 1887436 | 120795904 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^21 | 1/4 | 1572864 | 6 | 524287 | 449389 | 2246948 | 143804672 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^21 | 1/4 | 1572864 | 9 | 349525 | 314572 | 2516582 | 161061248 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^21 | 1/8 | 1835008 | 3 | 1223338 | 917503 | 1835008 | 117440512 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^21 | 1/8 | 1835008 | 4 | 917503 | 734003 | 2202008 | 140928512 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^21 | 1/8 | 1835008 | 6 | 611669 | 524287 | 2621440 | 167772160 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^21 | 1/8 | 1835008 | 9 | 407779 | 367001 | 2936012 | 187904768 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/2 | 512 | 3 | 341 | 255 | 512 | 65536 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/2 | 512 | 4 | 255 | 204 | 614 | 78592 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/2 | 512 | 6 | 170 | 146 | 730 | 93440 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/2 | 512 | 9 | 113 | 102 | 818 | 104704 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/4 | 768 | 3 | 511 | 383 | 768 | 98304 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/4 | 768 | 4 | 383 | 307 | 920 | 117760 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/4 | 768 | 6 | 255 | 219 | 1096 | 140288 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/4 | 768 | 9 | 170 | 153 | 1228 | 157184 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/8 | 896 | 3 | 597 | 447 | 896 | 114688 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/8 | 896 | 4 | 447 | 358 | 1074 | 137472 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/8 | 896 | 6 | 298 | 255 | 1280 | 163840 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^10 | 1/8 | 896 | 9 | 199 | 179 | 1432 | 183296 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/2 | 2048 | 3 | 1365 | 1023 | 2048 | 262144 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/2 | 2048 | 4 | 1023 | 819 | 2456 | 314368 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/2 | 2048 | 6 | 682 | 585 | 2924 | 374272 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/2 | 2048 | 9 | 455 | 409 | 3276 | 419328 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/4 | 3072 | 3 | 2047 | 1535 | 3072 | 393216 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/4 | 3072 | 4 | 1535 | 1228 | 3686 | 471808 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/4 | 3072 | 6 | 1023 | 877 | 4388 | 561664 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/4 | 3072 | 9 | 682 | 614 | 4914 | 628992 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/8 | 3584 | 3 | 2389 | 1791 | 3584 | 458752 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/8 | 3584 | 4 | 1791 | 1433 | 4300 | 550400 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/8 | 3584 | 6 | 1194 | 1023 | 5120 | 655360 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^12 | 1/8 | 3584 | 9 | 796 | 716 | 5734 | 733952 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/2 | 8192 | 3 | 5461 | 4095 | 8192 | 1048576 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/2 | 8192 | 4 | 4095 | 3276 | 9830 | 1258240 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/2 | 8192 | 6 | 2730 | 2340 | 11702 | 1497856 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/2 | 8192 | 9 | 1820 | 1638 | 13106 | 1677568 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/4 | 12288 | 3 | 8191 | 6143 | 12288 | 1572864 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/4 | 12288 | 4 | 6143 | 4915 | 14744 | 1887232 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/4 | 12288 | 6 | 4095 | 3510 | 17554 | 2246912 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/4 | 12288 | 9 | 2730 | 2457 | 19660 | 2516480 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/8 | 14336 | 3 | 9557 | 7167 | 14336 | 1835008 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/8 | 14336 | 4 | 7167 | 5734 | 17202 | 2201856 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/8 | 14336 | 6 | 4778 | 4095 | 20480 | 2621440 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^14 | 1/8 | 14336 | 9 | 3185 | 2867 | 22936 | 2935808 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/2 | 32768 | 3 | 21845 | 16383 | 32768 | 4194304 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/2 | 32768 | 4 | 16383 | 13107 | 39320 | 5032960 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/2 | 32768 | 6 | 10922 | 9362 | 46810 | 5991680 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/2 | 32768 | 9 | 7281 | 6553 | 52428 | 6710784 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/4 | 49152 | 3 | 32767 | 24575 | 49152 | 6291456 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/4 | 49152 | 4 | 24575 | 19660 | 58982 | 7549696 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/4 | 49152 | 6 | 16383 | 14043 | 70216 | 8987648 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/4 | 49152 | 9 | 10922 | 9830 | 78642 | 10066176 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/8 | 57344 | 3 | 38229 | 28671 | 57344 | 7340032 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/8 | 57344 | 4 | 28671 | 22937 | 68812 | 8807936 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/8 | 57344 | 6 | 19114 | 16383 | 81920 | 10485760 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^16 | 1/8 | 57344 | 9 | 12743 | 11468 | 91750 | 11744000 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/2 | 131072 | 3 | 87381 | 65535 | 131072 | 16777216 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/2 | 131072 | 4 | 65535 | 52428 | 157286 | 20132608 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/2 | 131072 | 6 | 43690 | 37449 | 187244 | 23967232 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/2 | 131072 | 9 | 29127 | 26214 | 209714 | 26843392 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/4 | 196608 | 3 | 131071 | 98303 | 196608 | 25165824 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/4 | 196608 | 4 | 98303 | 78643 | 235928 | 30198784 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/4 | 196608 | 6 | 65535 | 56173 | 280868 | 35951104 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/4 | 196608 | 9 | 43690 | 39321 | 314572 | 40265216 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/8 | 229376 | 3 | 152917 | 114687 | 229376 | 29360128 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/8 | 229376 | 4 | 114687 | 91750 | 275250 | 35232000 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/8 | 229376 | 6 | 76458 | 65535 | 327680 | 41943040 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^18 | 1/8 | 229376 | 9 | 50972 | 45875 | 367000 | 46976000 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/2 | 524288 | 3 | 349525 | 262143 | 524288 | 67108864 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/2 | 524288 | 4 | 262143 | 209715 | 629144 | 80530432 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/2 | 524288 | 6 | 174762 | 149796 | 748982 | 95869696 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/2 | 524288 | 9 | 116508 | 104857 | 838860 | 107374080 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/4 | 786432 | 3 | 524287 | 393215 | 786432 | 100663296 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/4 | 786432 | 4 | 393215 | 314572 | 943718 | 120795904 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/4 | 786432 | 6 | 262143 | 224694 | 1123474 | 143804672 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/4 | 786432 | 9 | 174762 | 157286 | 1258290 | 161061120 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/8 | 917504 | 3 | 611669 | 458751 | 917504 | 117440512 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/8 | 917504 | 4 | 458751 | 367001 | 1101004 | 140928512 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/8 | 917504 | 6 | 305834 | 262143 | 1310720 | 167772160 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^20 | 1/8 | 917504 | 9 | 203889 | 183500 | 1468006 | 187904768 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/2 | 1048576 | 3 | 699050 | 524287 | 1048576 | 134217728 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/2 | 1048576 | 4 | 524287 | 419430 | 1258290 | 161061120 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/2 | 1048576 | 6 | 349525 | 299593 | 1497964 | 191739392 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/2 | 1048576 | 9 | 233016 | 209715 | 1677720 | 214748160 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/4 | 1572864 | 3 | 1048575 | 786431 | 1572864 | 201326592 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/4 | 1572864 | 4 | 786431 | 629145 | 1887436 | 241591808 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/4 | 1572864 | 6 | 524287 | 449389 | 2246948 | 287609344 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/4 | 1572864 | 9 | 349525 | 314572 | 2516582 | 322122496 | 16 | 2048 | OK (2048b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/8 | 1835008 | 3 | 1223338 | 917503 | 1835008 | 234881024 | 4 | 512 | OK (512b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/8 | 1835008 | 4 | 917503 | 734003 | 2202008 | 281857024 | 6 | 768 | OK (768b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/8 | 1835008 | 6 | 611669 | 524287 | 2621440 | 335544320 | 10 | 1280 | OK (1280b) (worst) |
| Goldilocks-ext2 | 128 | 2^21 | 1/8 | 1835008 | 9 | 407779 | 367001 | 2936012 | 375809536 | 16 | 2048 | OK (2048b) (worst) |

# Summary at target 128-bit
  total rows:                          672
  OK under optimistic codim (Note 0114): 672  (100.0%)
  OK under worst-case codim (Note 0116): 609  (90.6%)
  sub-tet empty:                       0

# Rows failing under worst-case codim:
  KoalaBear            c=3: codim_worst=4, ε_worst=124 bits (target 128)
  BabyBear             c=3: codim_worst=4, ε_worst=124 bits (target 128)
  Mersenne31           c=3: codim_worst=4, ε_worst=124 bits (target 128)
